,date,DJIA
997,2013-12-18,16167.97
998,2013-12-19,16179.08
999,2013-12-20,16221.14
1000,2013-12-23,16294.61
1001,2013-12-24,16357.55
1002,2013-12-26,16479.88
1003,2013-12-27,16478.41
1004,2013-12-30,16504.29
1005,2013-12-31,16576.66
1006,2014-01-02,16441.35
1007,2014-01-03,16469.99
1008,2014-01-06,16425.1
1009,2014-01-07,16530.94
1010,2014-01-08,16462.74
1011,2014-01-09,16444.76
1012,2014-01-10,16437.05
1013,2014-01-13,16257.94
1014,2014-01-14,16373.86
1015,2014-01-15,16481.94
1016,2014-01-16,16417.01
1017,2014-01-17,16458.56
1018,2014-01-21,16414.44
1019,2014-01-22,16373.34
1020,2014-01-23,16197.35
1021,2014-01-24,15879.11
1022,2014-01-27,15837.88
1023,2014-01-28,15928.56
1024,2014-01-29,15738.79
1025,2014-01-30,15848.61
1026,2014-01-31,15698.85
1027,2014-02-03,15372.8
1028,2014-02-04,15445.24
1029,2014-02-05,15440.23
1030,2014-02-06,15628.53
1031,2014-02-07,15794.08
1032,2014-02-10,15801.79
1033,2014-02-11,15994.77
1034,2014-02-12,15963.94
1035,2014-02-13,16027.59
1036,2014-02-14,16154.39
1037,2014-02-18,16130.4
1038,2014-02-19,16040.56
1039,2014-02-20,16133.23
1040,2014-02-21,16103.3
1041,2014-02-24,16207.14
1042,2014-02-25,16179.66
1043,2014-02-26,16198.41
1044,2014-02-27,16272.65
1045,2014-02-28,16321.71
1046,2014-03-03,16168.03
1047,2014-03-04,16395.88
1048,2014-03-05,16360.18
1049,2014-03-06,16421.89
1050,2014-03-07,16452.72
1051,2014-03-10,16418.68
1052,2014-03-11,16351.25
1053,2014-03-12,16340.08
1054,2014-03-13,16108.89
1055,2014-03-14,16065.67
1056,2014-03-17,16247.22
1057,2014-03-18,16336.19
1058,2014-03-19,16222.17
1059,2014-03-20,16331.05
1060,2014-03-21,16302.77
1061,2014-03-24,16276.69
1062,2014-03-25,16367.88
1063,2014-03-26,16268.99
1064,2014-03-27,16264.23
1065,2014-03-28,16323.06
1066,2014-03-31,16457.66
1067,2014-04-01,16532.61
1068,2014-04-02,16573.0
1069,2014-04-03,16572.55
1070,2014-04-04,16412.71
1071,2014-04-07,16245.87
1072,2014-04-08,16256.14
1073,2014-04-09,16437.18
1074,2014-04-10,16170.22
1075,2014-04-11,16026.75
1076,2014-04-14,16173.24
1077,2014-04-15,16262.56
1078,2014-04-16,16424.85
1079,2014-04-17,16408.54
1080,2014-04-21,16449.25
1081,2014-04-22,16514.37
1082,2014-04-23,16501.65
1083,2014-04-24,16501.65
1084,2014-04-25,16361.46
1085,2014-04-28,16448.74
1086,2014-04-29,16535.37
1087,2014-04-30,16580.84
1088,2014-05-01,16558.87
1089,2014-05-02,16512.89
1090,2014-05-05,16530.55
1091,2014-05-06,16401.02
1092,2014-05-07,16518.54
1093,2014-05-08,16550.97
1094,2014-05-09,16583.34
1095,2014-05-12,16695.47
1096,2014-05-13,16715.44
1097,2014-05-14,16613.97
1098,2014-05-15,16446.81
1099,2014-05-16,16491.31
1100,2014-05-19,16511.86
1101,2014-05-20,16374.31
1102,2014-05-21,16533.06
1103,2014-05-22,16543.08
1104,2014-05-23,16606.27
1105,2014-05-27,16675.5
1106,2014-05-28,16633.18
1107,2014-05-29,16698.74
1108,2014-05-30,16717.17
1109,2014-06-02,16743.63
1110,2014-06-03,16722.34
1111,2014-06-04,16737.53
1112,2014-06-05,16836.11
1113,2014-06-06,16924.28
1114,2014-06-09,16943.1
1115,2014-06-10,16945.92
1116,2014-06-11,16843.88
1117,2014-06-12,16734.19
1118,2014-06-13,16775.74
1119,2014-06-16,16781.01
1120,2014-06-17,16808.49
1121,2014-06-18,16906.62
1122,2014-06-19,16921.46
1123,2014-06-20,16947.08
1124,2014-06-23,16937.26
1125,2014-06-24,16818.13
1126,2014-06-25,16867.51
1127,2014-06-26,16846.13
1128,2014-06-27,16851.84
1129,2014-06-30,16826.6
1130,2014-07-01,16956.07
1131,2014-07-02,16976.24
1132,2014-07-03,17068.26
1133,2014-07-07,17024.21
1134,2014-07-08,16906.62
1135,2014-07-09,16985.61
1136,2014-07-10,16915.07
1137,2014-07-11,16943.81
1138,2014-07-14,17055.42
1139,2014-07-15,17060.68
1140,2014-07-16,17138.2
1141,2014-07-17,16976.81
1142,2014-07-18,17100.18
1143,2014-07-21,17051.73
1144,2014-07-22,17113.54
1145,2014-07-23,17086.63
1146,2014-07-24,17083.8
1147,2014-07-25,16960.57
1148,2014-07-28,16982.59
1149,2014-07-29,16912.11
1150,2014-07-30,16880.36
1151,2014-07-31,16563.3
1152,2014-08-01,16493.37
1153,2014-08-04,16569.28
1154,2014-08-05,16429.47
1155,2014-08-06,16443.34
1156,2014-08-07,16368.27
1157,2014-08-08,16553.93
1158,2014-08-11,16569.98
1159,2014-08-12,16560.54
1160,2014-08-13,16651.8
1161,2014-08-14,16713.58
1162,2014-08-15,16662.91
1163,2014-08-18,16838.74
1164,2014-08-19,16919.59
1165,2014-08-20,16979.13
1166,2014-08-21,17039.49
1167,2014-08-22,17001.22
1168,2014-08-25,17076.87
1169,2014-08-26,17106.7
1170,2014-08-27,17122.01
1171,2014-08-28,17079.57
1172,2014-08-29,17098.45
1173,2014-09-02,17067.56
1174,2014-09-03,17078.28
1175,2014-09-04,17069.58
1176,2014-09-05,17137.36
1177,2014-09-08,17111.42
1178,2014-09-09,17013.87
1179,2014-09-10,17068.71
1180,2014-09-11,17049.0
1181,2014-09-12,16987.51
1182,2014-09-15,17031.14
1183,2014-09-16,17131.97
1184,2014-09-17,17156.85
1185,2014-09-18,17265.99
1186,2014-09-19,17279.74
1187,2014-09-22,17172.68
1188,2014-09-23,17055.87
1189,2014-09-24,17210.06
1190,2014-09-25,16945.8
1191,2014-09-26,17113.15
1192,2014-09-29,17071.22
1193,2014-09-30,17042.9
1194,2014-10-01,16804.71
1195,2014-10-02,16801.05
1196,2014-10-03,17009.69
1197,2014-10-06,16991.91
1198,2014-10-07,16719.39
1199,2014-10-08,16994.22
1200,2014-10-09,16659.25
1201,2014-10-10,16544.1
1202,2014-10-13,16321.07
1203,2014-10-14,16315.19
1204,2014-10-15,16141.74
1205,2014-10-16,16117.24
1206,2014-10-17,16380.41
1207,2014-10-20,16399.67
1208,2014-10-21,16614.81
1209,2014-10-22,16461.32
1210,2014-10-23,16677.9
1211,2014-10-24,16805.41
1212,2014-10-27,16817.94
1213,2014-10-28,17005.75
1214,2014-10-29,16974.31
1215,2014-10-30,17195.42
1216,2014-10-31,17390.52
1217,2014-11-03,17366.24
1218,2014-11-04,17383.84
1219,2014-11-05,17484.53
1220,2014-11-06,17554.47
1221,2014-11-07,17573.93
1222,2014-11-10,17613.74
1223,2014-11-11,17614.9
1224,2014-11-12,17612.2
1225,2014-11-13,17652.79
1226,2014-11-14,17634.74
1227,2014-11-17,17647.75
1228,2014-11-18,17687.82
1229,2014-11-19,17685.73
1230,2014-11-20,17719.0
1231,2014-11-21,17810.06
1232,2014-11-24,17817.9
1233,2014-11-25,17814.94
1234,2014-11-26,17827.75
1235,2014-11-28,17828.24
1236,2014-12-01,17776.8
1237,2014-12-02,17879.55
1238,2014-12-03,17912.62
1239,2014-12-04,17900.1
1240,2014-12-05,17958.79
1241,2014-12-08,17852.48
1242,2014-12-09,17801.2
1243,2014-12-10,17533.15
1244,2014-12-11,17596.34
1245,2014-12-12,17280.83
1246,2014-12-15,17180.84
1247,2014-12-16,17068.87
1248,2014-12-17,17356.87
1249,2014-12-18,17778.15
1250,2014-12-19,17804.8
1251,2014-12-22,17959.44
1252,2014-12-23,18024.17
1253,2014-12-24,18030.21
1254,2014-12-26,18053.71
1255,2014-12-29,18038.23
1256,2014-12-30,17983.07
1257,2014-12-31,17823.07
1258,2015-01-02,17832.99
1259,2015-01-05,17501.65
1260,2015-01-06,17371.64
1261,2015-01-07,17584.52
1262,2015-01-08,17907.87
1263,2015-01-09,17737.37
1264,2015-01-12,17640.84
1265,2015-01-13,17613.68
1266,2015-01-14,17427.09
1267,2015-01-15,17320.71
1268,2015-01-16,17511.57
1269,2015-01-20,17515.23
1270,2015-01-21,17554.28
1271,2015-01-22,17813.98
1272,2015-01-23,17672.6
1273,2015-01-26,17678.7
1274,2015-01-27,17387.21
1275,2015-01-28,17191.37
1276,2015-01-29,17416.85
1277,2015-01-30,17164.95
1278,2015-02-02,17361.04
1279,2015-02-03,17666.4
1280,2015-02-04,17673.02
1281,2015-02-05,17884.88
1282,2015-02-06,17824.29
1283,2015-02-09,17729.21
1284,2015-02-10,17868.76
1285,2015-02-11,17862.14
1286,2015-02-12,17972.38
1287,2015-02-13,18019.35
1288,2015-02-17,18047.58
1289,2015-02-18,18029.85
1290,2015-02-19,17985.77
1291,2015-02-20,18140.44
1292,2015-02-23,18116.84
1293,2015-02-24,18209.19
1294,2015-02-25,18224.57
1295,2015-02-26,18214.42
1296,2015-02-27,18132.7
1297,2015-03-02,18288.63
1298,2015-03-03,18203.37
1299,2015-03-04,18096.9
1300,2015-03-05,18135.72
1301,2015-03-06,17856.78
1302,2015-03-09,17995.72
1303,2015-03-10,17662.94
1304,2015-03-11,17635.39
1305,2015-03-12,17895.22
1306,2015-03-13,17749.31
1307,2015-03-16,17977.42
1308,2015-03-17,17849.08
1309,2015-03-18,18076.19
1310,2015-03-19,17959.03
1311,2015-03-20,18127.65
1312,2015-03-23,18116.04
1313,2015-03-24,18011.14
1314,2015-03-25,17718.54
1315,2015-03-26,17678.23
1316,2015-03-27,17712.66
1317,2015-03-30,17976.31
1318,2015-03-31,17776.12
1319,2015-04-01,17698.18
1320,2015-04-02,17763.24
1321,2015-04-06,17880.85
1322,2015-04-07,17875.42
1323,2015-04-08,17902.51
1324,2015-04-09,17958.73
1325,2015-04-10,18057.65
1326,2015-04-13,17977.04
1327,2015-04-14,18036.7
1328,2015-04-15,18112.61
1329,2015-04-16,18105.77
1330,2015-04-17,17826.3
1331,2015-04-20,18034.93
1332,2015-04-21,17949.59
1333,2015-04-22,18038.27
1334,2015-04-23,18058.69
1335,2015-04-24,18080.14
1336,2015-04-27,18037.97
1337,2015-04-28,18110.14
1338,2015-04-29,18035.53
1339,2015-04-30,17840.52
1340,2015-05-01,18024.06
1341,2015-05-04,18070.4
1342,2015-05-05,17928.2
1343,2015-05-06,17841.98
1344,2015-05-07,17924.06
1345,2015-05-08,18191.11
1346,2015-05-11,18105.17
1347,2015-05-12,18068.23
1348,2015-05-13,18060.49
1349,2015-05-14,18252.24
1350,2015-05-15,18272.56
1351,2015-05-18,18298.88
1352,2015-05-19,18312.39
1353,2015-05-20,18285.4
1354,2015-05-21,18285.74
1355,2015-05-22,18232.02
1356,2015-05-26,18041.54
1357,2015-05-27,18162.99
1358,2015-05-28,18126.12
1359,2015-05-29,18010.68
1360,2015-06-01,18040.37
1361,2015-06-02,18011.94
1362,2015-06-03,18076.27
1363,2015-06-04,17905.58
1364,2015-06-05,17849.46
1365,2015-06-08,17766.55
1366,2015-06-09,17764.04
1367,2015-06-10,18000.4
1368,2015-06-11,18039.37
1369,2015-06-12,17898.84
1370,2015-06-15,17791.17
1371,2015-06-16,17904.48
1372,2015-06-17,17935.74
1373,2015-06-18,18115.84
1374,2015-06-19,18015.95
1375,2015-06-22,18119.78
1376,2015-06-23,18144.07
1377,2015-06-24,17966.07
1378,2015-06-25,17890.36
1379,2015-06-26,17946.68
1380,2015-06-29,17596.35
1381,2015-06-30,17619.51
1382,2015-07-01,17757.91
1383,2015-07-02,17730.11
1384,2015-07-06,17683.58
1385,2015-07-07,17776.91
1386,2015-07-08,17515.42
1387,2015-07-09,17548.62
1388,2015-07-10,17760.41
1389,2015-07-13,17977.68
1390,2015-07-14,18053.58
1391,2015-07-15,18050.17
1392,2015-07-16,18120.25
1393,2015-07-17,18086.45
1394,2015-07-20,18100.41
1395,2015-07-21,17919.29
1396,2015-07-22,17851.04
1397,2015-07-23,17731.92
1398,2015-07-24,17568.53
1399,2015-07-27,17440.59
1400,2015-07-28,17630.27
1401,2015-07-29,17751.39
1402,2015-07-30,17745.98
1403,2015-07-31,17689.86
1404,2015-08-03,17598.2
1405,2015-08-04,17550.69
1406,2015-08-05,17540.47
1407,2015-08-06,17419.75
1408,2015-08-07,17373.38
1409,2015-08-10,17615.17
1410,2015-08-11,17402.84
1411,2015-08-12,17402.51
1412,2015-08-13,17408.25
1413,2015-08-14,17477.4
1414,2015-08-17,17545.18
1415,2015-08-18,17511.34
1416,2015-08-19,17348.73
1417,2015-08-20,16990.69
1418,2015-08-21,16459.75
1419,2015-08-24,15871.35
1420,2015-08-25,15666.44
1421,2015-08-26,16285.51
1422,2015-08-27,16654.77
1423,2015-08-28,16643.01
1424,2015-08-31,16528.03
1425,2015-09-01,16058.35
1426,2015-09-02,16351.38
1427,2015-09-03,16374.76
1428,2015-09-04,16102.38
1429,2015-09-08,16492.68
1430,2015-09-09,16253.57
1431,2015-09-10,16330.4
1432,2015-09-11,16433.09
1433,2015-09-14,16370.96
1434,2015-09-15,16599.85
1435,2015-09-16,16739.95
1436,2015-09-17,16674.74
1437,2015-09-18,16384.58
1438,2015-09-21,16510.19
1439,2015-09-22,16330.47
1440,2015-09-23,16279.89
1441,2015-09-24,16201.32
1442,2015-09-25,16314.67
1443,2015-09-28,16001.89
1444,2015-09-29,16049.13
1445,2015-09-30,16284.7
1446,2015-10-01,16272.01
1447,2015-10-02,16472.37
1448,2015-10-05,16776.43
1449,2015-10-06,16790.19
1450,2015-10-07,16912.29
1451,2015-10-08,17050.75
1452,2015-10-09,17084.49
1453,2015-10-12,17131.86
1454,2015-10-13,17081.89
1455,2015-10-14,16924.75
1456,2015-10-15,17141.75
1457,2015-10-16,17215.97
1458,2015-10-19,17230.54
1459,2015-10-20,17217.11
1460,2015-10-21,17168.61
1461,2015-10-22,17489.16
1462,2015-10-23,17646.7
1463,2015-10-26,17623.05
1464,2015-10-27,17581.43
1465,2015-10-28,17779.52
1466,2015-10-29,17755.8
1467,2015-10-30,17663.54
1468,2015-11-02,17828.76
1469,2015-11-03,17918.15
1470,2015-11-04,17867.58
1471,2015-11-05,17863.43
1472,2015-11-06,17910.33
1473,2015-11-09,17730.48
1474,2015-11-10,17758.21
1475,2015-11-11,17702.22
1476,2015-11-12,17448.07
1477,2015-11-13,17245.24
1478,2015-11-16,17483.01
1479,2015-11-17,17489.5
1480,2015-11-18,17737.16
1481,2015-11-19,17732.75
1482,2015-11-20,17823.81
1483,2015-11-23,17792.68
1484,2015-11-24,17812.19
1485,2015-11-25,17813.39
1486,2015-11-27,17798.49
1487,2015-11-30,17719.92
1488,2015-12-01,17888.35
1489,2015-12-02,17729.68
1490,2015-12-03,17477.67
1491,2015-12-04,17847.63
1492,2015-12-07,17730.51
1493,2015-12-08,17568.0
1494,2015-12-09,17492.3
1495,2015-12-10,17574.75
1496,2015-12-11,17265.21
1497,2015-12-14,17368.5
1498,2015-12-15,17524.91
1499,2015-12-16,17749.09
1500,2015-12-17,17495.84
1501,2015-12-18,17128.55
1502,2015-12-21,17251.62
1503,2015-12-22,17417.27
1504,2015-12-23,17602.61
1505,2015-12-24,17552.17
1506,2015-12-28,17528.27
1507,2015-12-29,17720.98
1508,2015-12-30,17603.87
1509,2015-12-31,17425.03
1510,2016-01-04,17148.94
1511,2016-01-05,17158.66
1512,2016-01-06,16906.51
1513,2016-01-07,16514.1
1514,2016-01-08,16346.45
1515,2016-01-11,16398.57
1516,2016-01-12,16516.22
1517,2016-01-13,16151.41
1518,2016-01-14,16379.05
1519,2016-01-15,15988.08
1520,2016-01-19,16016.02
1521,2016-01-20,15766.74
1522,2016-01-21,15882.68
1523,2016-01-22,16093.51
1524,2016-01-25,15885.22
1525,2016-01-26,16167.23
1526,2016-01-27,15944.46
1527,2016-01-28,16069.64
1528,2016-01-29,16466.3
1529,2016-02-01,16449.18
1530,2016-02-02,16153.54
1531,2016-02-03,16336.66
1532,2016-02-04,16416.58
1533,2016-02-05,16204.97
1534,2016-02-08,16027.05
1535,2016-02-09,16014.38
1536,2016-02-10,15914.74
1537,2016-02-11,15660.18
1538,2016-02-12,15973.84
1539,2016-02-16,16196.41
1540,2016-02-17,16453.83
1541,2016-02-18,16413.43
1542,2016-02-19,16391.99
1543,2016-02-22,16620.66
1544,2016-02-23,16431.78
1545,2016-02-24,16484.99
1546,2016-02-25,16697.29
1547,2016-02-26,16639.97
1548,2016-02-29,16516.5
1549,2016-03-01,16865.08
1550,2016-03-02,16899.32
1551,2016-03-03,16943.9
1552,2016-03-04,17006.77
1553,2016-03-07,17073.95
1554,2016-03-08,16964.1
1555,2016-03-09,17000.36
1556,2016-03-10,16995.13
1557,2016-03-11,17213.31
1558,2016-03-14,17229.13
1559,2016-03-15,17251.53
1560,2016-03-16,17325.76
1561,2016-03-17,17481.49
1562,2016-03-18,17602.3
1563,2016-03-21,17623.87
1564,2016-03-22,17582.57
1565,2016-03-23,17502.59
1566,2016-03-24,17515.73
1567,2016-03-28,17535.39
1568,2016-03-29,17633.11
1569,2016-03-30,17716.66
1570,2016-03-31,17685.09
1571,2016-04-01,17792.75
1572,2016-04-04,17737.0
1573,2016-04-05,17603.32
1574,2016-04-06,17716.05
1575,2016-04-07,17541.96
1576,2016-04-08,17576.96
1577,2016-04-11,17556.41
1578,2016-04-12,17721.25
1579,2016-04-13,17908.28
1580,2016-04-14,17926.43
1581,2016-04-15,17897.46
1582,2016-04-18,18004.16
1583,2016-04-19,18053.6
1584,2016-04-20,18096.27
1585,2016-04-21,17982.52
1586,2016-04-22,18003.75
1587,2016-04-25,17977.24
1588,2016-04-26,17990.32
1589,2016-04-27,18041.55
1590,2016-04-28,17830.76
1591,2016-04-29,17773.64
1592,2016-05-02,17891.16
1593,2016-05-03,17750.91
1594,2016-05-04,17651.26
1595,2016-05-05,17660.71
1596,2016-05-06,17740.63
1597,2016-05-09,17705.91
1598,2016-05-10,17928.35
1599,2016-05-11,17711.12
1600,2016-05-12,17720.5
1601,2016-05-13,17535.32
1602,2016-05-16,17710.71
1603,2016-05-17,17529.98
1604,2016-05-18,17526.62
1605,2016-05-19,17435.4
1606,2016-05-20,17500.94
1607,2016-05-23,17492.93
1608,2016-05-24,17706.05
1609,2016-05-25,17851.51
1610,2016-05-26,17828.29
1611,2016-05-27,17873.22
1612,2016-05-31,17787.2
1613,2016-06-01,17789.67
1614,2016-06-02,17838.56
1615,2016-06-03,17807.06
1616,2016-06-06,17920.33
1617,2016-06-07,17938.28
1618,2016-06-08,18005.05
1619,2016-06-09,17985.19
1620,2016-06-10,17865.34
1621,2016-06-13,17732.48
1622,2016-06-14,17674.82
1623,2016-06-15,17640.17
1624,2016-06-16,17733.1
1625,2016-06-17,17675.16
1626,2016-06-20,17804.87
1627,2016-06-21,17829.73
1628,2016-06-22,17780.83
1629,2016-06-23,18011.07
1630,2016-06-24,17400.75
1631,2016-06-27,17140.24
1632,2016-06-28,17409.72
1633,2016-06-29,17694.68
1634,2016-06-30,17929.99
1635,2016-07-01,17949.37
1636,2016-07-05,17840.62
1637,2016-07-06,17918.62
1638,2016-07-07,17895.88
1639,2016-07-08,18146.74
1640,2016-07-11,18226.93
1641,2016-07-12,18347.67
1642,2016-07-13,18372.12
1643,2016-07-14,18506.41
1644,2016-07-15,18516.55
1645,2016-07-18,18533.05
1646,2016-07-19,18559.01
1647,2016-07-20,18595.03
1648,2016-07-21,18517.23
1649,2016-07-22,18570.85
1650,2016-07-25,18493.06
1651,2016-07-26,18473.75
1652,2016-07-27,18472.17
1653,2016-07-28,18456.35
1654,2016-07-29,18432.24
1655,2016-08-01,18404.51
1656,2016-08-02,18313.77
1657,2016-08-03,18355.0
1658,2016-08-04,18352.05
1659,2016-08-05,18543.53
1660,2016-08-08,18529.29
1661,2016-08-09,18533.05
1662,2016-08-10,18495.66
1663,2016-08-11,18613.52
1664,2016-08-12,18576.47
1665,2016-08-15,18636.05
1666,2016-08-16,18552.02
1667,2016-08-17,18573.94
1668,2016-08-18,18597.7
1669,2016-08-19,18552.57
1670,2016-08-22,18529.42
1671,2016-08-23,18547.3
1672,2016-08-24,18481.48
1673,2016-08-25,18448.41
1674,2016-08-26,18395.4
1675,2016-08-29,18502.99
1676,2016-08-30,18454.3
1677,2016-08-31,18400.88
1678,2016-09-01,18419.3
1679,2016-09-02,18491.96
1680,2016-09-06,18538.12
1681,2016-09-07,18526.14
1682,2016-09-08,18479.91
1683,2016-09-09,18085.45
1684,2016-09-12,18325.07
1685,2016-09-13,18066.75
1686,2016-09-14,18034.77
1687,2016-09-15,18212.48
1688,2016-09-16,18123.8
1689,2016-09-19,18120.17
1690,2016-09-20,18129.96
1691,2016-09-21,18293.7
1692,2016-09-22,18392.46
1693,2016-09-23,18261.45
1694,2016-09-26,18094.83
1695,2016-09-27,18228.3
1696,2016-09-28,18339.24
1697,2016-09-29,18143.45
1698,2016-09-30,18308.15
1699,2016-10-03,18253.85
1700,2016-10-04,18168.45
1701,2016-10-05,18281.03
1702,2016-10-06,18268.5
1703,2016-10-07,18240.49
1704,2016-10-10,18329.04
1705,2016-10-11,18128.66
1706,2016-10-12,18144.2
1707,2016-10-13,18098.94
1708,2016-10-14,18138.38
1709,2016-10-17,18086.4
1710,2016-10-18,18161.94
1711,2016-10-19,18202.62
1712,2016-10-20,18162.35
1713,2016-10-21,18145.71
1714,2016-10-24,18223.03
1715,2016-10-25,18169.27
1716,2016-10-26,18199.33
1717,2016-10-27,18169.68
1718,2016-10-28,18161.19
1719,2016-10-31,18142.42
1720,2016-11-01,18037.1
1721,2016-11-02,17959.64
1722,2016-11-03,17930.67
1723,2016-11-04,17888.28
1724,2016-11-07,18259.6
1725,2016-11-08,18332.74
1726,2016-11-09,18589.69
1727,2016-11-10,18807.88
1728,2016-11-11,18847.66
1729,2016-11-14,18868.69
1730,2016-11-15,18923.06
1731,2016-11-16,18868.14
1732,2016-11-17,18903.82
1733,2016-11-18,18867.93
1734,2016-11-21,18956.69
1735,2016-11-22,19023.87
1736,2016-11-23,19083.18
1737,2016-11-25,19152.14
1738,2016-11-28,19097.9
1739,2016-11-29,19121.6
1740,2016-11-30,19123.58
1741,2016-12-01,19191.93
1742,2016-12-02,19170.42
1743,2016-12-05,19216.24
1744,2016-12-06,19251.78
1745,2016-12-07,19549.62
1746,2016-12-08,19614.81
1747,2016-12-09,19756.85
1748,2016-12-12,19796.43
1749,2016-12-13,19911.21
1750,2016-12-14,19792.53
1751,2016-12-15,19852.24
1752,2016-12-16,19843.41
1753,2016-12-19,19883.06
1754,2016-12-20,19974.62
1755,2016-12-21,19941.96
1756,2016-12-22,19918.88
1757,2016-12-23,19933.81
1758,2016-12-27,19945.04
1759,2016-12-28,19833.68
1760,2016-12-29,19819.78
1761,2016-12-30,19762.6
